,NLTK_Compound,Blob Score,TSLA
2020-01-02,0.2123,0.6672464431987191,430.24
2020-01-03,0.09917142857142858,0.7026940642150129,442.75
2020-01-06,-0.2167,0.7744331838462187,451.4001
2020-01-07,0.15628666666666666,0.6920782738054957,469.17
2020-01-08,0.07020769230769229,0.6617895476973881,492.09
2020-01-09,-0.037316666666666665,0.6600267970731682,481.49
2020-01-10,0.12644444444444444,0.6014551417667942,477.96
2020-01-13,0.017188888888888896,0.6278684922133684,524.85
2020-01-14,-0.016878260869565214,0.6216840205030099,538.0
2020-01-15,-0.06458333333333334,0.6333392582021873,518.505
2020-01-16,-0.012285714285714292,0.6110364302468932,513.49
2020-01-17,0.07096874999999997,0.7115040965889844,510.19
2020-01-21,0.05058000000000002,0.7646585364465852,547.3007
2020-01-22,0.14616071428571428,0.6979119675730555,569.43
2020-01-23,-0.0999,0.6883052773450988,571.9422
2020-01-24,0.06602000000000001,0.6517202318679559,564.96
2020-01-27,0.09137999999999999,0.6373030721158758,557.54
2020-01-28,-0.011466666666666672,0.659665680051626,566.82
2020-01-29,0.056753333333333336,0.7470731880524782,581.0
2020-01-30,0.0236904761904762,0.6313762244645396,640.93
2020-01-31,0.08328823529411765,0.6388962728071751,650.48
2020-02-03,0.0894341463414634,0.6775248955556229,780.28
2020-02-04,0.046934210526315794,0.670258713226706,887.72
2020-02-05,0.023159523809523814,0.7095534442079017,734.72
2020-02-06,0.10507586206896552,0.6948847840094979,748.5
2020-02-07,0.04316842105263158,0.6723092025916685,747.9808
2020-02-10,0.2457555555555556,0.6679479907063206,770.8467
2020-02-11,0.09383333333333332,0.8082974950240309,774.02
2020-02-12,-0.07842,0.7726553631046347,767.44
2020-02-13,0.0485,0.7624240797345642,803.86
2020-02-14,0.19195714285714288,0.8362543392331042,799.9724
2020-02-18,0.18327142857142856,0.6604147368206765,858.66
2020-02-19,-0.10918999999999998,0.6846343453874868,916.96
2020-02-20,0.13621666666666668,0.6567596623607991,899.18
2020-02-21,0.21041250000000006,0.7162724899130214,901.0
2020-02-24,0.09505,0.5814253005465828,833.16
2020-02-25,0.046833333333333324,0.6869638344227964,799.11
2020-02-26,0.09176000000000001,0.5442051439998659,778.8
2020-02-27,-0.000577777777777782,0.6706997032568558,678.85
2020-02-28,-0.0548,0.7128599508732987,667.43
2020-03-02,-0.0258,0.7252650338262725,743.69
2020-03-03,0.028800000000000013,0.7281639296228942,745.51
2020-03-04,-0.19958,0.6592386744220194,749.5
2020-03-05,0.0,0.5241780925982996,723.62
2020-03-06,0.0,0.6619489874119224,703.39
2020-03-09,0.05666666666666668,0.6480367383537248,606.46
2020-03-11,0.0,0.7604884318766071,633.905
2020-03-12,0.06525555555555555,0.6099955462430179,556.01
2020-03-13,0.08488333333333335,0.7070319698316775,546.2
2020-03-16,0.1900777777777778,0.6889786847434841,444.9801
2020-03-17,-0.11871,0.7059506543437131,430.0
2020-03-18,0.17207333333333336,0.6899936896367151,361.6
2020-03-19,0.04154761904761905,0.6199778447406514,427.295
2020-03-20,-0.042822222222222206,0.7849793605274616,427.53
2020-03-23,-0.145,0.6414145481598774,434.29
2020-03-24,0.17684999999999998,0.7035477322743375,504.3
2020-03-25,-0.187475,0.7416531462742286,539.175
2020-03-26,0.1593166666666667,0.6607259712039809,528.05
2020-03-27,-0.098625,0.712659049948088,514.56
2020-03-30,0.2287,0.5379844482561951,502.1
2020-03-31,0.11333333333333336,0.5323100134949436,524.48
2020-04-01,-0.10206666666666668,0.6108508617370599,481.58
2020-04-02,0.16988,0.5963022615144323,454.47
2020-04-03,0.0036857142857142852,0.5890691915902353,480.0
2020-04-06,0.23835,0.7174075488199319,516.24
2020-04-07,-0.2997,0.6478355522006995,545.47
2020-04-08,0.12765,0.761409154084917,548.7
2020-04-09,0.0,0.7099137731736926,573.01
2020-04-13,0.05655,0.5782334064371217,650.9899
2020-04-14,-0.01906315789473684,0.6742067643153286,709.755
2020-04-15,-0.0011416666666666658,0.6649962356610767,729.5254
2020-04-16,-0.02897500000000001,0.6871544583693024,745.6545
2020-04-17,0.07224,0.5227043323666429,753.65
2020-04-20,0.40992,0.5515218542693103,746.35
2020-04-21,0.054950000000000006,0.7089765691027197,686.72
2020-04-22,-0.13753999999999994,0.7153690547649393,731.0656
2020-04-23,0.011720000000000008,0.6551581016216627,705.63
2020-04-24,0.0,0.5804936231371188,725.0
2020-04-27,-0.0938,0.7018649569392291,798.92
2020-04-28,0.0911142857142857,0.5937668410996257,769.11
2020-04-29,0.12378571428571428,0.6814867296103279,799.84
2020-04-30,-0.04257692307692308,0.6365674788596539,781.06
2020-05-01,0.13274,0.6928068998100406,701.31
2020-05-04,0.17,0.5637881039978074,761.21
2020-05-05,-0.020071428571428573,0.7077752714725367,768.06
2020-05-06,0.1979375,0.6830186710448931,782.45
2020-05-07,0.17072857142857142,0.6810152957287954,780.215
2020-05-08,0.19354000000000002,0.644493025179839,819.25
2020-05-11,-0.0934,0.6804091956224135,810.48
2020-05-12,-0.09966666666666668,0.6459335725820291,809.21
2020-05-13,0.0,0.6875475620168147,790.62
2020-05-14,-0.11912857142857144,0.6609065654369576,803.04
2020-05-15,-0.12786666666666666,0.742338324745771,799.034
2020-05-18,0.030619999999999998,0.6079598445084043,813.51
2020-05-19,0.0039200000000000025,0.6543434344801096,808.0
2020-05-20,-0.1858,0.6530164494860805,815.46
2020-05-21,0.0,0.6924155751818185,827.75
2020-05-22,-0.0026000000000000103,0.6970568065923902,816.4
2020-05-26,0.2172,0.6823112957996021,818.74
2020-05-27,0.0426875,0.7185113495574331,819.955
2020-05-28,0.035560000000000015,0.7665819490248985,805.975
2020-05-29,0.0,0.5235839477358375,834.1905
2020-06-01,0.0,0.6519655363300845,897.875
2020-06-02,0.05,0.5645372567546675,881.4
2020-06-03,0.0,0.6570051657691672,882.51
2020-06-08,0.17496666666666666,0.5233003253194988,948.45
2020-06-09,0.3259,0.7775795573757308,941.5524
2020-06-10,0.19863333333333333,0.6810257415992604,1024.974
2020-06-11,-0.03128823529411765,0.659017906192647,972.41
2020-06-12,0.21954285714285712,0.7773086858202152,936.25
2020-06-15,0.2781,0.586135961805972,990.75
2020-06-16,0.02328,0.6894446652339162,981.51
2020-06-17,-0.131675,0.6085899143435214,990.56
2020-06-18,0.07024999999999999,0.6750768669835775,1004.02
2020-06-19,0.07925,0.7573689775969316,1000.57
2020-06-22,-0.07400000000000001,0.7245595479243877,994.54
2020-06-23,0.2553,0.7111134985476886,1001.66
2020-06-24,0.29295,0.7925194019345576,960.85
2020-06-25,0.15848333333333334,0.5979490767016429,985.98
2020-06-30,0.0838923076923077,0.6544615270715745,1079.0
2020-07-01,0.047781818181818175,0.6595755061714823,1119.54
2020-07-02,0.0877258064516129,0.6751649194467317,1208.8
2020-07-06,0.02810238095238095,0.6723439364318867,1371.0
2020-07-07,0.10239310344827587,0.6763745178743792,1389.69
2020-07-08,0.022919230769230768,0.6735718004685833,1365.8054
2020-07-09,0.144455,0.6637518147081026,1393.81
2020-07-10,0.09399459459459457,0.6858510460552576,1546.01
2020-07-13,0.117192,0.6756001127002358,1494.1
2020-07-14,0.04795666666666667,0.6983584388238772,1516.385
2020-07-15,-0.1040909090909091,0.7329849612121904,1546.875
2020-07-16,-0.07571052631578946,0.6476497691751529,1500.82
2020-07-17,0.14962,0.6158328460859532,1500.45
2020-07-20,0.03292666666666667,0.6294283663097169,1642.47
2020-07-21,0.034357142857142864,0.6322466311378395,1567.58
2020-07-22,0.024171875,0.6513121603371387,1590.58
2020-07-23,0.13431818181818184,0.650349774389813,1513.68
2020-07-24,0.10563333333333334,0.7049877691714428,1415.56
2020-07-27,-0.07738333333333335,0.6199647820426931,1539.91
2020-07-28,0.12480909090909093,0.6619287677304735,1475.35
2020-07-29,-0.0032666666666666586,0.6126971734369201,1499.99
2020-07-30,0.05168888888888889,0.6661056931116192,1487.42
2020-07-31,-0.131675,0.5943934696194131,1432.0
2020-08-03,0.009987499999999995,0.7193609063394569,1484.98
2020-08-04,0.15626250000000005,0.6778305138082176,1486.25
2020-08-05,0.04873333333333333,0.5691896469272274,1485.18
2020-08-06,0.009866666666666656,0.7264233375911106,1489.69
2020-08-07,0.12702,0.634314567623947,1453.1
2020-08-10,0.11333333333333336,0.7073385015901014,1419.0
2020-08-11,0.014099999999999996,0.713084967771458,1374.0
2020-08-12,0.09500499999999999,0.6601884042010301,1554.4229999999998
2020-08-13,-0.07139090909090909,0.7052399127374401,1620.71
2020-08-14,0.1013888888888889,0.6659067447506252,1651.5
2020-08-17,0.11673571428571428,0.7001120026460954,1835.86
2020-08-18,0.021313793103448272,0.6681652877178637,1888.11
2020-08-19,-0.005390000000000001,0.6697303116470199,1879.0
2020-08-20,0.04794901960784313,0.6436434938639525,2001.3
2020-08-21,0.20685853658536585,0.6748311524310439,2050.0
2020-08-24,0.0016000000000000042,0.6139959766862574,2015.695
2020-08-25,-0.03105833333333333,0.6695451521216946,2024.09
2020-08-26,0.20873333333333333,0.6768413937793446,2151.93
2020-08-27,-0.04825625,0.7159152031747279,2239.76
2020-08-28,0.02426,0.6313432955774019,2213.52
2020-08-31,0.03418085106382979,0.6698632367795365,498.51
2020-09-01,-0.000864516129032256,0.6697374618736925,475.04
2020-09-02,0.09684918032786886,0.6419133640534685,447.245
2020-09-03,0.04115000000000001,0.630011632938584,407.0
2020-09-04,0.09433559322033898,0.6513875194674232,417.9307
2020-09-08,0.002765517241379317,0.6827938427467825,330.02
2020-09-09,-0.028768292682926824,0.6647255214701209,366.21
2020-09-10,0.04039166666666666,0.6631827419269364,370.5
2020-09-11,-0.047000000000000014,0.6600359413467266,372.4101
2020-09-14,-0.019448148148148145,0.6023577596298133,419.765
2020-09-15,0.018673529411764717,0.6704886352548206,449.38
2020-09-16,-0.015320588235294115,0.6792838711068683,441.76
2020-09-17,-0.043304,0.6583337636309673,423.43
2020-09-18,0.09929500000000001,0.6811959781205459,440.9701
2020-09-21,0.08488529411764707,0.6562280268458075,449.41
2020-09-22,0.003789189189189192,0.7027397706179573,423.974
2020-09-23,0.02198,0.6529715725626261,380.3885
2020-09-24,0.00032727272727273165,0.7138864476097361,387.63
2020-09-25,0.0,0.7428978879662761,407.18
2020-09-28,0.12599999999999995,0.6224247988230653,421.0602
2020-09-29,0.008555555555555558,0.5892404784965101,418.99
2020-09-30,0.050977777777777775,0.6799178192206295,428.97
2020-10-01,-0.008088888888888887,0.6421769288912845,447.81
2020-10-02,-0.09726666666666664,0.7126178565940335,415.2699
2020-10-05,0.04658333333333334,0.7501304556831759,425.5
2020-10-06,-0.034542857142857146,0.6711107519646065,413.7001
2020-10-07,0.2295,0.6044240644942446,425.19
2020-10-08,0.08797142857142859,0.6866841770596167,425.92
2020-10-09,0.14985,0.7884450219346495,433.96
2020-10-12,0.09634444444444444,0.6477065685525978,442.0
2020-10-13,-0.1848857142857143,0.5736314091110942,446.65
2020-10-14,0.22518,0.6184872142103263,461.47
2020-10-15,0.05995555555555555,0.6251699093680451,448.88
2020-10-16,0.0711,0.6667984077436143,439.91
2020-10-19,0.1738,0.6204522830988797,430.83
2020-10-20,0.007817647058823528,0.6544274512696281,421.97
2020-10-21,0.04943125000000001,0.6036239068060057,422.5
2020-10-22,-0.1449466666666667,0.6560848983080075,425.9
2020-10-23,0.061588235294117666,0.6878042443406048,420.615
2020-10-26,-0.10015714285714283,0.7590259194194893,420.28
2020-10-27,0.2700666666666667,0.7841102706936645,424.471
2020-10-28,0.30374285714285715,0.5903474840839557,406.0
2020-10-29,-0.07258571428571428,0.6411473268378322,410.64
2020-10-30,0.094425,0.6102865345945954,388.04
2020-11-02,0.0051600000000000005,0.6478865375269307,400.51
2020-11-03,-0.05103333333333334,0.6122255724270929,423.74
2020-11-05,0.6369,0.8072775829248279,438.09
2020-11-06,0.0592,0.6518822978281983,429.92
2020-11-09,0.0,0.6223543844869526,421.39
2020-11-10,0.10531250000000003,0.6826362271086206,410.41
2020-11-11,-0.052366666666666666,0.6891828619828813,417.13
2020-11-12,0.07431428571428571,0.6133622712390256,411.73
2020-11-13,-0.07077499999999999,0.6492805091644024,406.78
2020-11-16,0.17035555555555554,0.6811113413562837,408.09
2020-11-17,0.10710833333333336,0.6739430248159355,441.57
2020-11-18,0.10919230769230767,0.6775367129740237,486.64
2020-11-19,0.10105806451612903,0.6878958080390231,499.16
2020-11-20,0.10518181818181817,0.7356714149026318,489.44
2020-11-23,0.21458333333333326,0.6819362987276919,521.67
2020-11-24,0.09600769230769234,0.657327064030838,555.86
2020-11-25,0.08662599999999998,0.6634625821409433,574.0
2020-11-27,0.076759375,0.660338487124177,585.75
2020-11-30,0.17820769230769232,0.6820268656434497,566.48
2020-12-01,0.01805454545454545,0.7426590216018149,585.19
2020-12-02,0.04672727272727273,0.6953621920438161,568.8
2020-12-03,0.059013333333333334,0.7124700588404544,593.28
2020-12-04,0.06539333333333333,0.6564459054776152,599.0
2020-12-07,0.11007619047619048,0.755338031821972,642.0
2020-12-08,0.12264230769230768,0.6563807619253621,649.88
2020-12-09,-0.04935769230769232,0.6736784204108723,604.17
2020-12-10,0.07217058823529411,0.6615916503855221,627.33
2020-12-11,-0.2771571428571429,0.6343263010198543,610.0
2020-12-14,0.13635,0.6960147893729935,639.79
2020-12-15,0.06152857142857144,0.7542340955791881,632.48
2020-12-16,0.060812499999999985,0.6552918112636343,622.67
2020-12-17,0.021772222222222224,0.7071769426597455,655.725
2020-12-18,0.07042413793103447,0.7019037937442874,664.99
2020-12-21,0.14650000000000002,0.6797239081955614,649.78
2020-12-22,-0.02485,0.6314946396954243,640.09
2020-12-23,0.00993333333333333,0.6082638771835559,645.98
2020-12-24,0.01881111111111113,0.7384321907656279,661.66
2020-12-28,0.04093333333333333,0.6930253085046267,663.77
2020-12-29,0.025628571428571414,0.8197722545341309,665.98
2020-12-30,0.009858333333333335,0.6248696855254919,694.71
2020-12-31,0.10248333333333333,0.6844976479787189,705.21
2021-01-04,0.06270500000000001,0.6584075344676641,729.75
2021-01-05,0.12251666666666665,0.7520505580169141,735.055
2021-01-06,0.2033230769230769,0.7330035989460708,756.46
2021-01-07,0.19831379310344827,0.7129560183295581,816.24
2021-01-08,0.05114920634920635,0.651453666648266,880.03
2021-01-11,0.07893421052631579,0.6926808055200925,811.18
2021-01-12,0.1336642857142857,0.6928876829464828,849.22
2021-01-13,0.17839655172413796,0.6619038565037418,854.42
2021-01-14,0.07839090909090908,0.6774549280130112,844.21
2021-01-15,0.07803913043478261,0.7200245906028854,826.16
2021-01-19,0.01813333333333333,0.6832487393521172,844.5
2021-01-20,0.13584285714285715,0.7024924091536181,850.65
2021-01-21,0.18441538461538465,0.7503537511645855,844.97
2021-01-22,0.1175142857142857,0.6352070038180126,846.5
